,DT,DT_NAME,UNDERTAKING,BUSINESS_UNIT,FEEDER_NO,FEEDER_NAME
4767,1000267074,11-Oke AfaINJ-T2-Osolo-INRI,OKE-AFA,OSHODI,1070627,OSOLO
7839,1000237302,11-Ago OkotaINJ-T1-Fasheun-OFFORKAIRE 2,AGO,OSHODI,1070673,FASHEUN
8351,1000227792,11-IgandoINJ-T2-General Hospital-MOSHOOD BALOGUN,IGANDO,OSHODI,1070704,GENERAL HOSPITAL
9119,1000163128,11-Ago OkotaINJ-T1-Amuwo Ind.-AMUWO RESIDENTIAL  2,AMUWO,OSHODI,1070677,AMUWO INDUSTRIAL
672,1001607904,11-Oke AfaINJ-T2-Osolo-HON ADEBOYEGA,ISOLO,OSHODI,1070627,OSOLO
3232,1000285389,11-IgandoINJ-T2-Agric Road-ANIYA,IGANDO,OSHODI,1070700,AGRIC ROAD
6304,1000256897,11-Ago OkotaINJ-T1-Amuwo Ind.-WATERSIDE 2,AGO,OSHODI,1070677,AMUWO INDUSTRIAL
7840,1000237299,11-Ago OkotaINJ-T1-Fasheun-AKIN JOAQUIM,AGO,OSHODI,1070673,FASHEUN
8352,1000227790,11-IgandoINJ-T1-Egan-IFESOWAPO 3,IGANDO,OSHODI,1068967,EGAN
8864,1000203381,11-ItireINJ-T3-Ago-AYO SHONUBI,OKOTA,OSHODI,1071052,AGO
9120,1000163126,11-Ago OkotaINJ-T1-Amuwo Ind.-AMUWO INDUSTRIAL 1,AMUWO,OSHODI,1070677,AMUWO INDUSTRIAL
673,1001607902,11-ItireINJ-T2-Ibalex-AJIGA,ISOLO,OSHODI,1069392,IBALEX
7841,1000235806,11-Ago OkotaINJ-T1-Fasheun-BABA EWE,AGO,OSHODI,1070673,FASHEUN
8353,1000227788,11-IgandoINJ-T2-General Hospital-OGBOMOSHOTEDO,IGANDO,OSHODI,1070704,GENERAL HOSPITAL
8865,1000203379,11-ItireINJ-T3-Ago-ALLI DADA,AGO,OSHODI,1071052,AGO
674,1001605189,11-IjegunINJ-T1-Okerube-SAVIOUR CHEMICAL,IKOTUN,OSHODI,1071027,OKERUBE
7842,1000235783,11-Ago OkotaINJ-T1-Fasheun-OYINDAMOLA,AGO,OSHODI,1070673,FASHEUN
8354,1000227786,11-IgandoINJ-T2-General Hospital-ARIYIBI,IGANDO,OSHODI,1070704,GENERAL HOSPITAL
8866,1000203377,11-ItireINJ-T3-Ago-ALIU IBIYOMI,AGO,OSHODI,1071052,AGO
675,1001605187,11-IjegunINJ-T1-Okerube-OLADIRE,IKOTUN,OSHODI,1071027,OKERUBE
7843,1000235777,11-Ago OkotaINJ-T1-Fasheun-CHIMA,AGO,OSHODI,1070673,FASHEUN
8355,1000227784,11-BolorunpeluINJ-T3-Liasu-OGUNDELE,IDIMU,OSHODI,1069381,LIASU
8867,1000203375,11-ItireINJ-T3-Ago-ALHAJA AGBEKE,AGO,OSHODI,1071052,AGO
676,1001607446,11-IjegunINJ-T2-Ijegun-Harmony,IJEGUN,OSHODI,1066866,IJEGUN
7844,1000235771,11-Ago OkotaINJ-T1-Fasheun-ONYEBUCHI,AGO,OSHODI,1070673,FASHEUN
8100,1000231418,11-IjegunINJ-T2-Isheri Oshun-AHOLA,IJEGUN,OSHODI,1071023,IJEGUN-ISHERI OSHUN
8868,1000203117,11-ItireINJ-T3-Ago-AKUDE,AGO,OSHODI,1071052,AGO
677,1001607444,33-OjoTCN-FESTAC II INTERFACE-ABULE AYI,IJEGUN,OSHODI,1105855,FESTAC II INTERFACE
7845,1000237242,11-Oke AfaINJ-T2-Ilamoshe-TAIWO AKINSANYA,OKE-AFA,OSHODI,1070623,ILAMOSHE
8101,1000231423,11-IjegunINJ-T2-Isheri Oshun-ISHERI OSUN 2,IJEGUN,OSHODI,1071023,IJEGUN-ISHERI OSHUN
8357,1000227779,33-EjigboTCN-EGBE-OYEDELE,IDIMU,OSHODI,1064877,EJIGBO-EGBE
678,1001605185,11-IjegunINJ-T2-Ijegun-Progressive Oworotomi,IJEGUN,OSHODI,1066866,IJEGUN
6310,1000256876,11-Ago OkotaINJ-T1-Amuwo Ind.-UJU UKPAKA,AGO,OSHODI,1070677,AMUWO INDUSTRIAL
7846,1000235780,11-Ago OkotaINJ-T1-Fasheun-SUNDAY AGHEDO,AGO,OSHODI,1070673,FASHEUN
8358,1000227777,11-IgandoINJ-T2-Agric Road-WISDOM,IGANDO,OSHODI,1070700,AGRIC ROAD
679,1001605183,11-New GowonINJ-T1-Unity-AMA PEPPLE,IGANDO,OSHODI,1064894,UNITY 
7847,1000235774,11-Ago OkotaINJ-T1-Fasheun-RABIATU AGHEDO,AGO,OSHODI,1070673,FASHEUN
8103,1000231414,11-IjegunINJ-T2-Isheri Oshun-JEGEDE,IJEGUN,OSHODI,1071023,IJEGUN-ISHERI OSHUN
8359,1000227775,33-EjigboTCN-EGBE-ALIU,IDIMU,OSHODI,1064877,EJIGBO-EGBE
680,1001605181,11-IgandoINJ-T2-Agric Road-ABIKOYE,IGANDO,OSHODI,1070700,AGRIC ROAD
7080,1000245413,11-BolorunpeluINJ-T3-Governor-AUDU,IDIMU,OSHODI,1078923,GOVERNOR
7848,1000237244,11-Oke AfaINJ-T2-Ilamoshe-OKUNUGA,OKE-AFA,OSHODI,1070623,ILAMOSHE
8104,1000231412,11-IjegunINJ-T2-Isheri Oshun-ISHERI OSUN 1,IJEGUN,OSHODI,1071023,IJEGUN-ISHERI OSHUN
8360,1000228372,33-EjigboTCN-EGBE-LIASU 1,IKOTUN,OSHODI,1064877,EJIGBO-EGBE
681,1001607442,11-IgandoINJ-T1-New Igando-LATEEF BELLO,IGANDO,OSHODI,1068963,NEW IGANDO
6313,1000256260,11-ItireINJ-T3-Ago-IFITE UKPO,AGO,OSHODI,1071052,AGO
7081,1000245407,11-BolorunpeluINJ-T3-Governor-AKINTOKUN,IDIMU,OSHODI,1078923,GOVERNOR
7849,1000237238,11-Oke AfaINJ-T2-Ilamoshe-COMFORT IJADUOLA,OKE-AFA,OSHODI,1070623,ILAMOSHE
8361,1000228369,33-EjigboTCN-EGBE-ONILEWURA 2,IDIMU,OSHODI,1064877,EJIGBO-EGBE
682,1001605179,11-IgandoINJ-T2-Akesan-OMOKARO 1,IGANDO,OSHODI,1068955,AKESAN
7082,1000245401,11-BolorunpeluINJ-T3-Governor-OKE AMU,IDIMU,OSHODI,1078923,GOVERNOR
7594,1000237809,11-Oke AfaINJ-T1-Ejigbo-NURENI 2,OKE-AFA,OSHODI,1070631,EJIGBO
7850,1000235765,11-Oke AfaINJ-T2-Ilamoshe-OLUADE,OKE-AFA,OSHODI,1070623,ILAMOSHE
8362,1000228363,33-EjigboTCN-EGBE-BANJO 1,IKOTUN,OSHODI,1064877,EJIGBO-EGBE
683,1001605177,11-BolorunpeluINJ-T3-Governor-TOP VIEW ESTATE,IDIMU,OSHODI,1078923,GOVERNOR
7083,1000245398,11-BolorunpeluINJ-T3-Governor-IDOWU ANISERE,IDIMU,OSHODI,1078923,GOVERNOR
7851,1000237234,11-Oke AfaINJ-T2-Ilamoshe-DIM ALLOR,OKE-AFA,OSHODI,1070623,ILAMOSHE
8107,1000230461,11-AmuwoINJ-T2-Jakande 2-BRIG TOKI,AMUWO,OSHODI,1070764,JAKANDE 2
8363,1000227764,11-IgandoINJ-T2-Agric Road-ARIBISALA,IGANDO,OSHODI,1070700,AGRIC ROAD
684,1001605175,33-EjigboTCN-EGBE-MARBLE HILL,IDIMU,OSHODI,1064877,EJIGBO-EGBE
7084,1000245395,11-BolorunpeluINJ-T3-Governor-EBENEZER 2,IDIMU,OSHODI,1078923,GOVERNOR
7852,1000235762,11-Oke AfaINJ-T2-Ilamoshe-OLOSAN,OKE-AFA,OSHODI,1070623,ILAMOSHE
685,1001605173,33-EjigboTCN-EGBE-Dr Fatoyinbo,IDIMU,OSHODI,1064877,EJIGBO-EGBE
7085,1000245907,11-BolorunpeluINJ-T3-Governor-FEMI AKINFOLARIN,IDIMU,OSHODI,1078923,GOVERNOR
7853,1000235756,11-Oke AfaINJ-T2-Ilamoshe-KOFOWOROLA 1,OKE-AFA,OSHODI,1070623,ILAMOSHE
8365,1000227761,ANIFOWOSE,IGANDO,OSHODI,1070700,AGRIC ROAD
686,1001605171,11-Ago OkotaINJ-T2-Lake View-LAKEVIEW 800KVA,AMUWO,OSHODI,1070685,LAKE VIEW
7086,1000245904,11-BolorunpeluINJ-T3-Governor-COLLEGE,IDIMU,OSHODI,1078923,GOVERNOR
7854,1000235753,ASSOCIATION,OKE-AFA,OSHODI,1070623,ILAMOSHE
8366,1000227757,11-IgandoINJ-T2-Agric Road-OLASHODIYA,IGANDO,OSHODI,1070700,AGRIC ROAD
687,1001607440,11-AjaoINJ-T2-Sholanke-Run View 2,AJAO,OSHODI,1069209,SHOLANKE
7855,1000237223,11-Oke AfaINJ-T2-Ilamoshe-NIRAN FOLOWOSALE,OKE-AFA,OSHODI,1070623,ILAMOSHE
8367,1000228603,11-IjegunINJ-T1-Okerube-ADEDAYO ADEDEJI,IKOTUN,OSHODI,1071027,OKERUBE
688,1001607438,11-Ago OkotaINJ-T1-Fasheun-Zenith Quarters,AGO,OSHODI,1070673,FASHEUN
7600,1000237906,11-IjegunINJ-T1-Okerube-KOSOKO,IKOTUN,OSHODI,1071027,OKERUBE
7856,1000237231,11-Oke AfaINJ-T2-Ilamoshe-ADEJUMO TENNIS,OKE-AFA,OSHODI,1070623,ILAMOSHE
689,1001607436,11-ItireINJ-T3-Ago-HOSSANAH,AGO,OSHODI,1071052,AGO
7601,1000238381,11-IjegunINJ-T1-Okerube-OBA AGORO,IKOTUN,OSHODI,1071027,OKERUBE
7857,1000235759,11-Oke AfaINJ-T2-Ilamoshe-KUDIRAT,OKE-AFA,OSHODI,1070623,ILAMOSHE
8369,1000228435,11-IjegunINJ-T1-Okerube-SURAJU,IKOTUN,OSHODI,1071027,OKERUBE
690,1001607434,11-Ago OkotaINJ-T1-Amuwo Ind.-OBI UWAOMA EMMANUEL,AGO,OSHODI,1070677,AMUWO INDUSTRIAL
2738,1000975414,11-ItireINJ-T1-Ademulegun-OLUDEGUN,OKOTA,OSHODI,1093849,ADEMULEGUN FEEDER
3506,1000282751,11-Oke AfaINJ-T1-Ire-Akari-KOGBEREGBE 2,ISOLO,OSHODI,1070635,IRE AKARI
7602,1000237904,11-IjegunINJ-T1-Okerube-MUMMACO,IKOTUN,OSHODI,1071027,OKERUBE
7858,1000237227,11-Oke AfaINJ-T2-Ilamoshe-KOFOWOROLA 2,OKE-AFA,OSHODI,1070623,ILAMOSHE
8370,1000228599,11-IjegunINJ-T1-Okerube-BILEWU,IKOTUN,OSHODI,1071027,OKERUBE
691,1001607432,11-Ago OkotaINJ-T2-Oke Ogbere-Hope Estate,AGO,OSHODI,1070681,OKE OGBERE
7603,1000237902,11-IjegunINJ-T1-Okerube-OGO OLUWA,IKOTUN,OSHODI,1071027,OKERUBE
7859,1000235751,11-Oke AfaINJ-T2-Ilamoshe-ADETAYO SODE,OKE-AFA,OSHODI,1070623,ILAMOSHE
7604,1000237900,11-IjegunINJ-T1-Okerube-OKERUBE,IKOTUN,OSHODI,1071027,OKERUBE
7860,1000237148,11-AmuwoINJ-T2-Jakande 2-CANAL VIEW ESTATE,AMUWO,OSHODI,1070764,JAKANDE 2
8372,1000228590,11-IjegunINJ-T1-Okerube-HAMMED OLABODE 2,IKOTUN,OSHODI,1071027,OKERUBE
7861,1000237144,11-AmuwoINJ-T2-Jakande 2-AMAZING GRACE,AMUWO,OSHODI,1070764,JAKANDE 2
3510,1000282740,11-AmuwoINJ-T2-Jakande 2-HALIMA,AMUWO,OSHODI,1070764,JAKANDE 2
7862,1000235722,11-AlasiaINJ-T1-Owoseni-ENIALONBINU,OSHODI,OSHODI,1071073,OWOSENI
7863,1000235720,11-AlasiaINJ-T1-Owoseni-AROWOJOBE 2,OSHODI,OSHODI,1071073,OWOSENI
8119,1000230458,11-AmuwoINJ-T2-Jakande 2-MIDLAND ESTATE,AMUWO,OSHODI,1070764,JAKANDE 2
8375,1000228583,11-IjegunINJ-T1-Okerube-GBOLAGADE,IKOTUN,OSHODI,1071027,OKERUBE
3512,1000282712,11-MushinINJ-Aswani-ADEWUNMI ABUDU,AJAO,OSHODI,1069405,MUSHIN-ASWANI
7864,1000237139,11-AlasiaINJ-T1-Owoseni-AROWOJOBE 1,OSHODI,OSHODI,1071073,OWOSENI
8120,1000230455,11-AmuwoINJ-T2-Jakande 2-AGBEDE,AMUWO,OSHODI,1070764,JAKANDE 2
7609,1000238363,11-IjegunINJ-T1-Okerube-LAFUNKE 1,IJEGUN,OSHODI,1071027,OKERUBE
7865,1000237136,11-AmuwoINJ-T1-Ijesha Express-BLOCK 47,AMUWO,OSHODI,1068881,IJESHA EXPRESS
8377,1000228022,11-MafolukuINJ-T1-Saubana-OLUYEYE,AJAO,OSHODI,1072358,SAUBANA
7610,1000238361,11-IjegunINJ-T1-Okerube-MERCILAND,IJEGUN,OSHODI,1071027,OKERUBE
8378,1000228020,11-MafolukuINJ-T1-Saubana-STEPHEN TOBA,OSHODI,OSHODI,1072358,SAUBANA
7611,1000238359,11-IjegunINJ-T1-Okerube-MOGAJI ARAROMI,IJEGUN,OSHODI,1071027,OKERUBE
7867,1000237216,11-AmuwoINJ-T2-Jakande 2-POPOOLA AJAYI,AMUWO,OSHODI,1070764,JAKANDE 2
8379,1000228018,11-IjegunINJ-T1-Okerube-ABARANJE TOWN,IKOTUN,OSHODI,1071027,OKERUBE
5052,1000263975,11-IgandoINJ-T1-New Igando-ADEBAYO ODUEKO,IGANDO,OSHODI,1068963,NEW IGANDO
7612,1000238357,11-IjegunINJ-T1-Okerube-COMMUNITY 1,IJEGUN,OSHODI,1071027,OKERUBE
7868,1000237214,11-AmuwoINJ-T2-Jakande 2-SUNNY OGBEIDE,AMUWO,OSHODI,1070764,JAKANDE 2
8380,1000228016,11-MafolukuINJ-T1-Saubana-ABOLAJI,OSHODI,OSHODI,1072358,SAUBANA
3517,1000282719,"ALH AHMED,PLOT 2004 BLB 18B ODUNSANYA GREEN ESTATE",AMUWO,OSHODI,1068878,JAKANDE 1
7613,1000238355,11-IjegunINJ-T1-Okerube-COMMUNITY 2,IJEGUN,OSHODI,1071027,OKERUBE
7869,1000236834,11-AmuwoINJ-T1-Old Ojo Road-BLOCK 197,AMUWO,OSHODI,1064845,OLD OJO ROAD
8381,1000228011,11-IjegunINJ-T1-Okerube-OLU SAIBU,IKOTUN,OSHODI,1071027,OKERUBE
7614,1000238353,11-IjegunINJ-T1-Okerube-LAFUNKE 2,IJEGUN,OSHODI,1071027,OKERUBE
7870,1000235717,11-AmuwoINJ-T1-Old Ojo Road-BLOCK 210,AMUWO,OSHODI,1064845,OLD OJO ROAD
8382,1000228419,11-MafolukuINJ-T1-Saubana-ABENI BAKARE,OSHODI,OSHODI,1072358,SAUBANA
3519,1000282705,11-AlasiaINJ-T1-Council-DEJI ADEOYE,OSHODI,OSHODI,1071065,COUNCIL
7871,1000235714,11-AmuwoINJ-T1-Old Ojo Road-BLOCK 216,AMUWO,OSHODI,1064845,OLD OJO ROAD
8383,1000228416,11-MafolukuINJ-T1-Saubana-AYODELE,OSHODI,OSHODI,1072358,SAUBANA
8895,1000202202,11-MushinINJ-Abimbola-SHODEINDE,ISOLO,OSHODI,1069409,MUSHIN-ABIMBOLA
8896,1000202200,11-MushinINJ-Abimbola-OLUBI,ISOLO,OSHODI,1069409,MUSHIN-ABIMBOLA
6593,1000255619,11-AlasiaINJ-T1-Alasia-MAJEKODUNMI,OSHODI,OSHODI,1071069,ALASIA
8386,1000228405,11-IgandoINJ-T2-Akesan-KEMI SALAMI ,IGANDO,OSHODI,1068955,AKESAN
8898,1000202196,11-MushinINJ-Abimbola-OBA KABIRU,ISOLO,OSHODI,1069409,MUSHIN-ABIMBOLA
7875,1000235704,11-Oke AfaINJ-T2-Ilamoshe-ILAMOSHE,OKE-AFA,OSHODI,1070623,ILAMOSHE
6596,1000255247,11-AjaoINJ-T2-Sholanke-VINCENT EZEH,AJAO,OSHODI,1069209,SHOLANKE
7876,1000235702,11-Agodo EgbeINJ-T1-Kudaki-KUDAKI,IKOTUN,OSHODI,1071110,KUDAKI
8388,1000228400,11-IgandoINJ-T2-Akesan-BELLO ADEGBOYEGA,IGANDO,OSHODI,1068955,AKESAN
8900,1000202192,11-MushinINJ-Abimbola-MAXIMAK,ISOLO,OSHODI,1069409,MUSHIN-ABIMBOLA
3525,1000282678,11-NitelINJ-Post Office-BOLADALE,OSHODI,OSHODI,1069426,NITEL-POST OFFICE 
8133,1000230337,11-AlasiaINJ-T1-Council-OGUNDELE,OSHODI,OSHODI,1071065,COUNCIL
8389,1000228396,11-IgandoINJ-T2-Akesan-OBADORE 2,IGANDO,OSHODI,1068955,AKESAN
8901,1000202190,11-MushinINJ-Abimbola-LSDPC 2,ISOLO,OSHODI,1069409,MUSHIN-ABIMBOLA
8646,1000207826,11-ItireINJ-T1-Okota-NWACHUKWU,OKOTA,OSHODI,1068856,OKOTA
8902,1000202188,11-MushinINJ-Abimbola-LSDPC 1,ISOLO,OSHODI,1069409,MUSHIN-ABIMBOLA
3527,1000282672,11-IlupejuINJ-T3-L & K-OREDEIN,OSHODI,OSHODI,1070753,ILUPEJU-L&K
6343,1000256247,11-AlasiaINJ-T1-Alasia-FABUKADE,OSHODI,OSHODI,1071069,ALASIA
6599,1000255612,11-AlasiaINJ-T1-Alasia-BELLO OWOSHO 2,OSHODI,OSHODI,1071069,ALASIA
8391,1000228391,11-IgandoINJ-T2-Akesan-IREWOLE,IGANDO,OSHODI,1068955,AKESAN
8903,1000202186,11-MushinINJ-Abimbola-KARIMU,ISOLO,OSHODI,1069409,MUSHIN-ABIMBOLA
4296,1000274220,11-IgandoINJ-T2-Agric Road-IREPOLAWA,IGANDO,OSHODI,1070700,AGRIC ROAD
8392,1000228388,11-IgandoINJ-T2-Akesan-PACIFIC  ZONE 2,IGANDO,OSHODI,1068955,AKESAN
8904,1000202184,GBELEYI,ISOLO,OSHODI,1069409,MUSHIN-ABIMBOLA
6601,1000255252,11-AlasiaINJ-T1-Alasia-DIST STORE,OSHODI,OSHODI,1071069,ALASIA
2762,1000543406,11-Oke AfaINJ-T1-Ire-Akari-IRE AKARI I,ISOLO,OSHODI,1070635,IRE AKARI
6602,1000255250,11-AjaoINJ-T2-Sholanke-OLA ADESHILE,AJAO,OSHODI,1069209,SHOLANKE
8394,1000227797,11-IgandoINJ-T2-Akesan-ABISOGUN,IGANDO,OSHODI,1068955,AKESAN
8906,1000202180,11-MushinINJ-Abimbola-AMODU FARONBI,ISOLO,OSHODI,1069409,MUSHIN-ABIMBOLA
3531,1000282313,11-IgandoINJ-T1-New Igando-YDI,IGANDO,OSHODI,1068963,NEW IGANDO
8139,1000230323,11-AjaoINJ-T1-Airport Road-IKE GOD,AJAO,OSHODI,1069205,AIRPORT RD
8907,1000202178,11-MushinINJ-Abimbola-AKINBAYE,ISOLO,OSHODI,1069409,MUSHIN-ABIMBOLA
7884,1000235686,11-AmuwoINJ-T2-Jakande 1-TERRACE,AMUWO,OSHODI,1068878,JAKANDE 1
8396,1000228376,11-IgandoINJ-T1-Egan-ILE AYO,IGANDO,OSHODI,1068967,EGAN
3533,1000282310,11-AjaoINJ-T1-Domino-WULEMOTU,AJAO,OSHODI,1069201,DOMINO
8397,1000227773,11-IgandoINJ-T2-Agric Road-FELIX NWOSU,IGANDO,OSHODI,1070700,AGRIC ROAD
5326,1000261094,11-ItireINJ-T1-Ademulegun-EDDY ONUGHA,OKOTA,OSHODI,1093849,ADEMULEGUN FEEDER
7886,1000235682,11-AmuwoINJ-T2-Jakande 1-BLOCK 373,AMUWO,OSHODI,1068878,JAKANDE 1
8142,1000230331,11-Oke AfaINJ-T2-Osolo-SALAU ALIU,OKE-AFA,OSHODI,1070627,OSOLO
5327,1000261091,11-ItireINJ-T1-Okota-ANITE 2,OKOTA,OSHODI,1068856,OKOTA
7887,1000235680,11-AmuwoINJ-T2-Jakande 1-RAFIU TINUBU,AMUWO,OSHODI,1068878,JAKANDE 1
8399,1000228366,11-IgandoINJ-T2-Agric Road-ADEOLA,IGANDO,OSHODI,1070700,AGRIC ROAD
5072,1000263399,11-IjegunINJ-T2-Ijegun-IFESIWAPO,IJEGUN,OSHODI,1066866,IJEGUN
7888,1000235678,11-AmuwoINJ-T2-Jakande 1-BLOCK 323,AMUWO,OSHODI,1068878,JAKANDE 1
8400,1000227769,11-IgandoINJ-T2-Agric Road-ARIYA,IGANDO,OSHODI,1070700,AGRIC ROAD
5073,1000263396,11-IjegunINJ-T2-Ijegun-TAIWO OLADIRAN,IJEGUN,OSHODI,1066866,IJEGUN
8401,1000228358,11-IgandoINJ-T2-Agric Road-LUKMON JENMI,IGANDO,OSHODI,1070700,AGRIC ROAD
2770,1000535977,11-ItireINJ-T3-Ago-WAHAB,AGO,OSHODI,1071052,AGO
4051,1000280268,11-BolorunpeluINJ-T1-Isijola-MARYAM ESTATE,IKOTUN,OSHODI,1079349,ISIJOLA
8403,1000228350,11-IgandoINJ-T2-Agric Road-AMBASSADOR,IGANDO,OSHODI,1070700,AGRIC ROAD
3028,1000287171,11-ItireINJ-T3-Ago-OLADELE OKE,OKOTA,OSHODI,1071052,AGO
8404,1000228347,11-IgandoINJ-T2-Agric Road-BAMIDELE,IGANDO,OSHODI,1070700,AGRIC ROAD
3029,1000286052,11-IgandoINJ-T2-General Hospital-ISHERI OLOFIN,IGANDO,OSHODI,1070704,GENERAL HOSPITAL
4309,1000274178,11-BolorunpeluINJ-T3-Governor-OYINDAMOLA,IDIMU,OSHODI,1078923,GOVERNOR
8405,1000228342,11-IgandoINJ-T2-Agric Road-DR BROWN,IGANDO,OSHODI,1070700,AGRIC ROAD
3030,1000287148,33-EjigboTCN-EGBE-OBA OLORUNFUNMI,IKOTUN,OSHODI,1064877,EJIGBO-EGBE
3542,1000282628,11-Oke AfaINJ-T1-Ire-Akari-KOGBEREGBE 1,ISOLO,OSHODI,1070635,IRE AKARI
5078,1000263413,11-IgandoINJ-T2-General Hospital-IROKO,IGANDO,OSHODI,1070704,GENERAL HOSPITAL
8406,1000228339,33-EjigboTCN-EGBE-HOLMES,IDIMU,OSHODI,1064877,EJIGBO-EGBE
8918,1000202174,11-MushinINJ-Abimbola-ADERINTO,ISOLO,OSHODI,1069409,MUSHIN-ABIMBOLA
3031,1000287145,33-EjigboTCN-EGBE-ILEWE,IKOTUN,OSHODI,1064877,EJIGBO-EGBE
5079,1000262990,11-New GowonINJ-T1-Unity-PRIMATE ELIJAH,IGANDO,OSHODI,1064894,UNITY 
7895,1000235660,11-BolorunpeluINJ-T1-Isijola-IREPO 2,IKOTUN,OSHODI,1079349,ISIJOLA
8919,1000202172,11-Oke AfaINJ-T2-Osolo-ADEBISI OMOTOLA,ISOLO,OSHODI,1070627,OSOLO
5080,1000262987,11-New GowonINJ-T1-Unity-OLANIPEKUN,IGANDO,OSHODI,1064894,UNITY 
7896,1000236148,11-BolorunpeluINJ-T1-Isijola-IREPO 1,IKOTUN,OSHODI,1079349,ISIJOLA
8920,1000202170,11-Agodo EgbeINJ-T1-Abanishe-YUSUF BISHI,IKOTUN,OSHODI,1071114,ABANISHE
3033,1000287139,33-EjigboTCN-EGBE-JUBA ALARO,IDIMU,OSHODI,1064877,EJIGBO-EGBE
5081,1000263410,11-BolorunpeluINJ-T1-Idimu-SANUSI,IDIMU,OSHODI,1076884,IDIMU
7897,1000236182,11-Oke AfaINJ-T2-Ilamoshe-ALHAJI GANIYU,OKE-AFA,OSHODI,1070623,ILAMOSHE
8153,1000230197,11-Oke AfaINJ-T1-Ire-Akari-OKEHO,ISOLO,OSHODI,1070635,IRE AKARI
8409,1000228333,11-BolorunpeluINJ-T3-Liasu-ALH MOLIKI,IDIMU,OSHODI,1069381,LIASU
8921,1000202168,11-Agodo EgbeINJ-T1-Abanishe-NIYI,IKOTUN,OSHODI,1071114,ABANISHE
5082,1000263407,11-Ago OkotaINJ-T1-Fasheun-OKEBANJO,AGO,OSHODI,1070673,FASHEUN
7898,1000236173,11-Agodo EgbeINJ-T1-Kudaki-AKEJA,IKOTUN,OSHODI,1071110,KUDAKI
8410,1000228331,33-EjigboTCN-EGBE-TEMIADARA,IKOTUN,OSHODI,1064877,EJIGBO-EGBE
8922,1000202164,11-Agodo EgbeINJ-T1-Abanishe-WISDOM,IKOTUN,OSHODI,1071114,ABANISHE
5083,1000263404,11-Ago OkotaINJ-T1-Fasheun-NIYI ONILARI 1,AGO,OSHODI,1070673,FASHEUN
6363,1000256184,11-AjaoINJ-T2-Sholanke-DON LINUS,AJAO,OSHODI,1069209,SHOLANKE
7899,1000236170,11-Agodo EgbeINJ-T1-Kudaki-BOLA FAWALE,IKOTUN,OSHODI,1071110,KUDAKI
8411,1000228329,33-EjigboTCN-EGBE-ONILEWURA 1,IKOTUN,OSHODI,1064877,EJIGBO-EGBE
8923,1000202162,11-Agodo EgbeINJ-T1-Abanishe-PROPHET ADEBAYO,IKOTUN,OSHODI,1071114,ABANISHE
5084,1000263402,11-Ago OkotaINJ-T2-Oke Ogbere-ALOR,AGO,OSHODI,1070681,OKE OGBERE
5340,1000261308,11-ItireINJ-T1-Okota-ANITE 1,OKOTA,OSHODI,1068856,OKOTA
7900,1000236167,11-Agodo EgbeINJ-T1-Kudaki-ANUOLUWAPO,IKOTUN,OSHODI,1071110,KUDAKI
8924,1000202160,11-Agodo EgbeINJ-T1-Abanishe-OWOLABI,IKOTUN,OSHODI,1071114,ABANISHE
3549,1000282302,11-Oke AfaINJ-T1-LCHE-MERIDIAN ESTATE,OKE-AFA,OSHODI,1066856,LCHE
5085,1000262984,11-IjegunINJ-T1-Ikotun-DIEKOLA,IJEGUN,OSHODI,1071031,IKOTUN
7901,1000236164,11-Agodo EgbeINJ-T1-Kudaki-AFILAKA,IKOTUN,OSHODI,1071110,KUDAKI
8413,1000227747,11-ItireINJ-T2-Ibalex-DAUDA OSENI,ISOLO,OSHODI,1069392,IBALEX
8669,1000207536,11-ItireINJ-T1-Ademulegun-KAMORU ADEYEMI,OKOTA,OSHODI,1093849,ADEMULEGUN FEEDER
8925,1000202158,11-Agodo EgbeINJ-T1-Abanishe-OGUNJOLE,IKOTUN,OSHODI,1071114,ABANISHE
5086,1000262980,11-IjegunINJ-T2-Ijegun-BEFU,IJEGUN,OSHODI,1066866,IJEGUN
6622,1000254920,11-IgandoINJ-T2-Agric Road-TAIWO,IGANDO,OSHODI,1070700,AGRIC ROAD
7902,1000236161,11-Agodo EgbeINJ-T1-Kudaki-OLASHEU,IKOTUN,OSHODI,1071110,KUDAKI
8414,1000228319,11-ItireINJ-T2-Ibalex-TAIWO,ISOLO,OSHODI,1069392,IBALEX
8926,1000202156,11-Agodo EgbeINJ-T1-Abanishe-OGBEWI,IKOTUN,OSHODI,1071114,ABANISHE
3551,1000282630,11-AlasiaINJ-T1-Council-OGUNOLOKO 2,OSHODI,OSHODI,1071065,COUNCIL
5087,1000262976,11-ItireINJ-T1-Ademulegun-OLUSESI,OKOTA,OSHODI,1093849,ADEMULEGUN FEEDER
6367,1000256182,11-AjaoINJ-T2-Sholanke-OLUTOSIN,AJAO,OSHODI,1069209,SHOLANKE
8415,1000227741,11-IgandoINJ-T2-Akesan-OLABISI OLAITAN,IGANDO,OSHODI,1068955,AKESAN
8927,1000202154,11-Agodo EgbeINJ-T1-Abanishe-JAMES OMOTOSHO,IKOTUN,OSHODI,1071114,ABANISHE
6368,1000256174,11-AjaoINJ-T2-Sholanke-BENSON ANORUE,AJAO,OSHODI,1069209,SHOLANKE
6624,1000254891,11-BolorunpeluINJ-T3-Liasu-NOSA,IDIMU,OSHODI,1069381,LIASU
